locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
5:162930119-162946342,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,30.096,28.1974,-0.0940135,-0.15462,0.70115,0.999983,no
4:166794409-167025047,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.18619,1.85752,-0.235037,-0.144383,0.60015,0.999983,no
16:67906925-67922758,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.37073,11.0431,0.236917,0.265482,0.3563,0.999983,no
5:14143810-14532235,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,15.5376,17.5507,0.175762,0.11021,0.52815,0.999983,no
5:82767283-82878122,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,20.0539,26.514,0.40287,0.356806,0.1739,0.999983,no
16:11038344-11276046,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.36176,6.09823,-0.271659,-0.223912,0.4283,0.999983,no
8:15965386-16424999,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,55.3354,64.9337,0.230765,0.310048,0.5117,0.999983,no
16:68771127-68869451,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,15.7903,16.5158,0.064815,0.0759292,0.8163,0.999983,no
5:54603587-54830878,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,26.2603,20.6118,-0.349411,-0.204935,0.46345,0.999983,no
5:13690439-13944652,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.105805,0.0873104,-0.277186,0,1,1,no
5:79703831-79775169,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.2563,17.2225,-0.00283389,-0.00250777,0.9913,0.999983,no
16:67552320-67580691,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.28943,7.27429,-0.00300013,-0.00223172,0.99265,0.999983,no
5:41142335-41261540,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.999042,0.913473,-0.129184,-0.0760423,0.7999,0.999983,no
5:34656341-34832732,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,14.8952,14.3469,-0.0541153,-0.0332179,0.85455,0.999983,no
5:157052686-157098488,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0153196,0.00960955,-0.672839,0,1,1,no
19:50364460-50371166,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.50383,8.21924,0.337715,0.363488,0.27475,0.999983,no
19:12862515-12869272,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0199374,0.017412,-0.195393,0,1,1,no
16:71657610-71758604,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.2755,8.01712,-0.358049,-0.307316,0.2075,0.999983,no
5:169010637-169031782,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.92585,2.67767,-0.12788,-0.111188,0.6958,0.999983,no
8:74332238-74791145,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,24.4088,22.7903,-0.098981,-0.0721818,0.7801,0.999983,no
1:19638819-19655794,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.85448,5.73532,-0.0296679,-0.0349688,0.9326,0.999983,no
17:3539761-3564836,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.75698,6.08994,-0.14995,-0.153449,0.6041,0.999983,no
22:20228937-20270769,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.826906,0.686956,-0.267507,-0.202494,0.60145,0.999983,no
17:7138346-7143041,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.3216,16.9809,-0.0286573,-0.0396719,0.9212,0.999983,no
5:24487208-24645087,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.240801,0.161363,-0.577534,-0.328245,0.39595,0.999983,no
2:99061316-99210853,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.59092,5.61463,0.29041,0.272158,0.4417,0.999983,no
18:52385090-52565314,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.292825,0.306488,0.0657936,0.0285746,0.89045,0.999983,no
15:78832746-78841604,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,51.4761,46.0659,-0.160205,-0.257555,0.53285,0.999983,no
13:109248499-109860355,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.256707,0.290755,0.179679,0.105411,0.81625,0.999983,no
3:194304739-194393206,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,13.3591,14.2951,0.0976995,0.103165,0.72165,0.999983,no
3:51976360-51982883,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.58733,7.7405,0.232734,0.295811,0.4408,0.999983,no
9:117782805-117880536,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.6228,14.5472,0.204707,0.238382,0.47375,0.999983,no
1:6684925-6761984,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.39724,8.66056,0.0445439,0.033398,0.9332,0.999983,no
20:49202644-49308065,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.09985,5.80421,0.904901,0.81748,0.0112,0.442107,no
14:90421282-90511106,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.33613,3.44976,0.0483216,0.0410833,0.8953,0.999983,no
10:71812551-71892690,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.65037,5.33825,0.199022,0.227619,0.5699,0.999983,no
2:228474805-228513322,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0247038,0.0160817,-0.619313,0,1,1,no
14:88851267-89021077,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.9549,7.39653,-0.275828,-0.173992,0.685,0.999983,no
11:93394804-93547861,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.1636,15.7861,-0.1207,-0.0528346,0.82135,0.999983,no
2:85569210-85618875,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,24.7006,21.4638,-0.202642,-0.283552,0.4622,0.999983,no
2:85621870-85645555,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,30.3643,35.5511,0.227517,0.281928,0.5147,0.999983,no
19:47341392-47354249,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,58.4446,70.3145,0.266754,0.398684,0.302,0.999983,no
1:215796235-216596738,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.37604,0.103551,-4.52014,-1.1557,5.00E-05,0.0107848,yes
7:49813256-50199426,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.220397,0.0488819,-2.17273,-0.405746,0.004,0.237425,no
8:133879202-134147147,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.176862,0.172478,-0.0362134,-0.00254617,0.9646,0.999983,no
8:24151552-24769586,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.82205,5.19465,0.442681,0.309849,0.3142,0.999983,no
11:129245834-129322171,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.016322,0.0697079,2.09451,0,1,1,no
3:182655861-182703741,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,25.223,27.5471,0.12716,0.108349,0.73635,0.999983,no
5:133860002-133918918,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,15.5741,14.0769,-0.145815,-0.152517,0.60985,0.999983,no
13:100634025-100639018,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0803497,0.00249651,-5.00831,0,1,1,no
5:169659450-169725231,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.71928,5.14553,-0.152515,-0.108398,0.74975,0.999983,no
1:40306722-40349183,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.70679,7.95284,0.0453411,0.0473286,0.87855,0.999983,no
10:115803805-115806667,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.412325,0.448415,0.121054,0.105238,0.7873,0.999983,no
1:42619091-42621495,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0131382,0,#NAME?,0,1,1,no
6:43005354-43042837,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.67932,4.86503,0.403009,0.425728,0.2788,0.999983,no
5:137946655-138270723,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,101.826,112.111,0.138827,0.148697,0.55075,0.999983,no
X:18908413-19002716,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.36487,4.35894,0.373427,0.267833,0.20635,0.999983,no
9:17134979-17503921,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.88475,4.49244,-0.120785,-0.120346,0.75305,0.999983,no
3:89156673-89531284,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.52284,4.28623,-0.605791,-0.624584,0.1401,0.999983,no
9:127997131-128003609,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,36.0631,41.3735,0.19818,0.286224,0.48225,0.999983,no
18:29078005-29136874,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.1617,2.64124,-0.259485,-0.346065,0.3848,0.999983,no
X:14026397-14048012,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.75432,7.96589,0.0388353,0.0393571,0.92855,0.999983,no
X:13752831-13787480,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.16289,5.17837,0.00431826,0.00439082,0.99055,0.999983,no
X:13789149-13956757,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,37.9204,28.7547,-0.399178,-0.553061,0.1284,0.999983,no
X:141290130-141293076,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0,0,0,0,1,1,no
8:68864352-69149265,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.25366,2.98823,-0.122771,-0.0930601,0.7746,0.999983,no
10:1095477-1178237,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.72318,7.14835,0.0884666,0.100464,0.78875,0.999983,no
5:112849379-112930982,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.42656,6.72335,0.065133,0.0673731,0.82285,0.999983,no
X:16606125-16731059,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.99871,4.9242,-0.0216643,-0.0220868,0.9452,0.999983,no
8:54628116-54756118,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,26.2464,29.2536,0.156493,0.212349,0.5738,0.999983,no
4:57829535-58071676,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,30.2309,27.0025,-0.162927,-0.0511529,0.8155,0.999983,no
15:52870038-53002014,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.8264,10.8276,-0.1273,-0.121498,0.6694,0.999983,no
4:35949842-36275842,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.89079,6.35936,0.11042,0.0837594,0.72735,0.999983,no
1:186265404-186344825,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,26.8023,25.8788,-0.0505856,-0.0434813,0.8382,0.999983,no
3:148847370-148939842,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,180.75,185.9,0.0405344,0.0440509,0.8988,0.999983,no
16:27561453-27791690,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.47483,7.67795,0.0386805,0.0320261,0.8889,0.999983,no
6:15523031-15663289,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.51628,5.56538,-0.227567,-0.189096,0.5952,0.999983,no
X:37208527-38548169,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.869073,0.325155,-1.41835,-0.202465,0.22205,0.999983,no
12:5641034-6055398,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.44053,4.39565,-0.941258,-0.506779,0.0491,0.862535,no
12:4596893-4647674,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.39946,6.04629,-0.0818986,-0.0825515,0.78975,0.999983,no
X:17755587-17773105,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.81093,5.27839,0.909051,0.997986,0.017,0.546125,no
X:9983601-10112518,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.99101,9.5195,0.0824021,0.0924598,0.7612,0.999983,no
X:11129420-11683821,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.29401,5.27573,-0.00498981,-0.00379635,0.9924,0.999983,no
4:17616253-17783135,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0721502,0.0564617,-0.353731,0,1,1,no
3:47892181-48130769,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,45.9154,34.1943,-0.425223,-0.546874,0.10665,0.999983,no
6:117609462-117923691,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.93427,10.3632,0.0609836,0.0895134,0.8323,0.999983,no
6:117609462-117923691,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.000709054,0.000628441,-0.174118,0,1,1,no
11:113668595-113746292,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.57337,5.32687,-0.0652637,-0.0584439,0.8194,0.999983,no
7:18126571-19042039,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.911,5.48547,-0.333278,-0.21306,0.37005,0.999983,no
5:176074387-176086058,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.44647,7.36473,0.192123,0.229192,0.5626,0.999983,no
5:175792470-175843570,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.07738,6.28748,0.3084,0.117661,0.6979,0.999983,no
4:15471488-15603180,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,13.7664,9.78163,-0.493006,-0.589236,0.1445,0.999983,no
8:103216729-103251346,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.7751,17.8093,0.00277303,0.00302694,0.9905,0.999983,no
7:126986843-127071978,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.3039,8.40364,-0.427737,-0.461507,0.1861,0.999983,no
16:12021229-12070500,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.183283,0.317638,0.793309,0.143655,0.55525,0.999983,no
16:12070593-12704901,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.64943,7.51343,-0.203133,-0.140883,0.5514,0.999983,no
12:16500075-16763528,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.7898,15.1347,-0.149723,-0.11769,0.731,0.999983,no
6:42174538-42185603,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.5326,15.2372,-0.117719,-0.18459,0.6498,0.999983,no
6:42123143-42147794,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.0048,1.22266,-3.0326,-2.77797,5.00E-05,0.0107848,yes
11:77371040-77532063,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,18.9876,15.282,-0.313229,-0.271748,0.35085,0.999983,no
1:12290123-12572099,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.8838,11.9353,-0.110331,-0.0786703,0.65455,0.999983,no
10:11047258-11378674,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,13.2501,11.3249,-0.226498,-0.193553,0.5849,0.999983,no
9:96208775-96328397,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,22.9098,20.7404,-0.143522,-0.182915,0.64065,0.999983,no
2:136289024-136482840,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.71241,2.67066,-0.475158,-0.265454,0.20695,0.999983,no
1:40766158-40783488,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.75032,5.35476,-0.102819,-0.115839,0.7411,0.999983,no
12:88886569-88974628,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.6977,16.3363,-0.115485,-0.140054,0.70975,0.999983,no
5:60169657-60240900,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.15659,4.86491,-0.0840051,-0.0867708,0.81255,0.999983,no
5:64444562-64777747,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.11662,1.01324,-0.140172,-0.0809608,0.83475,0.999983,no
1:9294833-9331396,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.2548,20.0671,0.303973,0.481151,0.24955,0.999983,no
1:7831328-7841492,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,63.1848,59.5113,-0.0864152,-0.137842,0.72215,0.999983,no
1:7844379-7913572,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.65794,8.15994,0.0916015,0.089518,0.7434,0.999983,no
1:7844379-7913572,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0380194,0.018885,-1.00949,0,1,1,no
1:7979906-8000926,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0683087,0.0683741,0.00138062,0,1,1,no
17:48609903-48633213,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0281825,0.0265773,-0.0846052,0,1,1,no
2:31747549-31806136,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.00899544,0.009105,0.0174653,0,1,1,no
2:33172038-33624576,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,26.2185,16.9775,-0.626958,-0.711444,0.05545,0.912289,no
11:31806339-32127301,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,29.2487,28.661,-0.0292804,-0.0441296,0.90725,0.999983,no
7:73442118-73484237,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,29.8152,26.4817,-0.17105,-0.175108,0.53295,0.999983,no
7:73645828-73668774,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.25223,11.0428,0.255234,0.310588,0.4039,0.999983,no
6:157099062-157531913,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.59897,7.80932,0.0393926,0.0286186,0.93005,0.999983,no
5:1317858-1345214,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,33.0632,31.9489,-0.0494596,-0.065216,0.86245,0.999983,no
18:55711598-56068772,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,35.5324,39.4676,0.151536,0.0374698,0.71455,0.999983,no
X:49091926-49121288,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.041547,0.0187575,-1.14727,0,1,1,no
X:49126305-49157929,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.00057,3.05067,0.0238891,0.0174744,0.95435,0.999983,no
5:73923233-74072737,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,80.0444,80.6189,0.0103189,0.0108853,0.9743,0.999983,no
5:71515235-71656052,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.79674,3.14035,-0.273837,-0.138429,0.74475,0.999983,no
X:73952683-74145282,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.513815,0.410254,-0.324731,-0.294883,0.42015,0.999983,no
14:59895739-60043549,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,33.0843,31.8212,-0.0561564,-0.070851,0.85915,0.999983,no
11:11984652-12031316,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,109.58,92.1843,-0.249387,-0.341922,0.32975,0.999983,no
7:143883175-144077725,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.896341,0.918582,0.0353618,0.0177688,0.96215,0.999983,no
7:26191859-26226745,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.18493,2.17481,-0.00669954,-0.00423238,0.9864,0.999983,no
6:13786788-13814800,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.82535,5.80049,-0.00617129,-0.00560254,0.98515,0.999983,no
12:50569570-50677329,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,25.2743,30.2571,0.259603,0.34231,0.3027,0.999983,no
12:51441744-51454207,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,27.9659,32.5302,0.21811,0.292086,0.34775,0.999983,no
12:51745030-51902980,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.22073,2.1793,-0.0271683,-0.0175152,0.94895,0.999983,no
9:133884468-133969860,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.99279,5.9951,0.586389,0.538365,0.07065,0.998531,no
1:71318035-71513491,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.39488,0.118882,-1.73189,-0.970639,0.00245,0.172056,no
4:122052562-122148621,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.0936383,0.120971,0.369492,0.153572,0.57915,0.999983,no
5:179660142-179719099,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,13.1111,13.6789,0.0611735,0.0735302,0.8478,0.999983,no
5:177664618-178017556,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.465297,0.64765,0.477063,0.311353,0.43785,0.999983,no
16:75262927-75301951,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.8822,15.4671,0.263816,0.351254,0.3477,0.999983,no
11:6232564-6255941,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.03199,6.15959,0.291706,0.284699,0.3659,0.999983,no
16:56965959-56977798,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,92.3047,122.289,0.405821,0.52002,0.1167,0.999983,no
19:19010322-19057640,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,21.6525,26.5606,0.294749,0.213733,0.63565,0.999983,no
15:40978921-41024354,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.25181,0.361639,0.522214,0.131833,0.39835,0.999983,no
3:121150277-121264853,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.0990103,0.124417,0.329536,0.101018,0.6727,0.999983,no
3:138372859-138553780,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.61516,6.41911,-0.246502,-0.230176,0.4104,0.999983,no
16:88709690-88717560,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,67.2673,73.318,0.124262,0.194975,0.6383,0.999983,no
5:175333941-175461683,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.32474,4.15572,0.321856,0.2507,0.4791,0.999983,no
6:138723721-139018425,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,31.4195,23.4004,-0.425129,-0.28314,0.459,0.999983,no
12:123636866-123756881,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.491,10.853,-0.0824073,-0.0450992,0.82135,0.999983,no
12:19282647-19529334,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,24.7319,25.5901,0.0492143,0.0449464,0.89515,0.999983,no
16:31142753-31147083,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0182339,0.0462175,1.34182,0,1,1,no
1:115312099-115323306,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.6375,11.8321,-0.0950022,-0.0700993,0.76755,0.999983,no
10:99116114-99185831,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.59686,3.28923,0.34098,0.351879,0.27235,0.999983,no
4:159690289-159959912,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.5293,14.7927,0.23958,0.196649,0.45525,0.999983,no
4:166248774-166264312,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,46.7649,86.7805,0.891946,1.00036,0.02695,0.674672,no
11:43333512-43516483,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,20.3301,22.0816,0.119233,0.094678,0.72215,0.999983,no
11:44281993-44331716,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.97047,2.42309,0.298312,0.375761,0.37095,0.999983,no
5:132496129-132948255,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.443702,0.36168,-0.294876,-0.0988078,0.70005,0.999983,no
14:89591214-90421121,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,26.1138,20.3889,-0.357025,-0.20538,0.36585,0.999983,no
6:110501343-110679475,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.92835,3.34307,0.191086,0.0897821,0.92185,0.999983,no
1:19630458-19638640,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,34.0366,27.4037,-0.312716,-0.489476,0.21805,0.999983,no
1:19536994-19586622,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.79881,9.25514,0.0729472,0.0546391,0.88335,0.999983,no
20:36120873-36156333,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.730083,0.259136,-1.49435,-0.231515,0.21005,0.999983,no
19:17326154-17330638,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.26182,8.33247,-0.152553,-0.178974,0.6449,0.999983,no
3:182895830-183146566,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.54466,1.20813,-0.35452,-0.161931,0.4923,0.999983,no
12:2904118-3050306,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.78754,1.03044,-0.794714,-0.182418,0.49795,0.999983,no
18:21269406-21535030,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.75274,3.62821,-0.048686,-0.0365104,0.89105,0.999983,no
14:57670517-57756797,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,15.8124,13.0895,-0.272647,-0.227231,0.48005,0.999983,no
4:25378834-25420120,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.44605,9.19522,0.122608,0.126344,0.68475,0.999983,no
11:2465913-2882798,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.26969,2.61286,0.203136,0.0852357,0.80155,0.999983,no
1:36602172-36615098,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,43.2204,39.8555,-0.116931,-0.160311,0.6407,0.999983,no
1:36690016-36770958,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,38.0244,34.6779,-0.132911,-0.173463,0.58185,0.999983,no
