locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
6:46820248-46922680,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.1951,11.5549,-0.0777975,-0.126324,0.7548,0.999983,no
17:71330522-71640228,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.593787,0.559351,-0.0861906,-0.0781124,0.83125,0.999983,no
8:24151552-24769586,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.00123866,0.00147525,0.252183,0,1,1,no
1:229577044-229644103,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,15.2417,13.2249,-0.204767,-0.312393,0.41435,0.999983,no
1:205681946-205719404,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,92.2289,76.3454,-0.272677,-0.146822,0.30315,0.999983,no
16:46690053-46723430,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,28.3716,25.7576,-0.139449,-0.170349,0.5397,0.999983,no
16:46989298-47007699,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,42.6807,40.3691,-0.0803302,-0.132135,0.7501,0.999983,no
19:45250961-45263301,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.04384,4.00606,0.396292,0.310766,0.28175,0.999983,no
1:5922870-6161253,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.293,13.7335,0.282274,0.265767,0.41925,0.999983,no
12:21950334-22094336,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.6926,9.40455,-0.185177,-0.248519,0.50915,0.999983,no
11:68451246-68458643,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.74089,0.574223,-0.36765,-0.193475,0.64305,0.999983,no
12:9817564-9848823,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.30017,6.66959,0.33156,0.167116,0.50905,0.999983,no
X:44382884-44402247,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.30009,7.89598,-0.236126,-0.296979,0.4937,0.999983,no
X:43625857-43741693,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.49669,3.5661,-0.624215,-0.742997,0.0674,0.986354,no
15:60771376-61521518,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.94268,10.3084,0.0521146,0.0179749,0.91605,0.999983,no
11:637292-640706,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.94217,4.44311,0.172579,0.159717,0.69895,0.999983,no
1:92145901-92371892,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,41.0907,37.3949,-0.135973,-0.151031,0.6271,0.999983,no
1:92632541-92650280,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.35097,3.17339,-0.753774,-1.04969,0.0142,0.490763,no
16:14766404-14788526,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.00115799,0.000343641,-1.75265,0,1,1,no
1:6472477-6484730,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0558507,0.0575473,0.0431724,0,1,1,no
3:141594965-141645356,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,48.5522,54.1975,0.15869,0.181676,0.63865,0.999983,no
15:56119119-56285944,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.33574,6.52283,0.0419858,0.051068,0.8821,0.999983,no
15:55495163-55800432,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.07275,5.40284,-0.168632,-0.0374154,0.7816,0.999983,no
15:52121824-52392720,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.6474,17.2548,0.0517069,0.0393084,0.90115,0.999983,no
15:52408770-52587995,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.8278,12.4737,0.0767055,0.0818332,0.8305,0.999983,no
15:55495163-55800432,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,28.4703,29.9739,0.0742474,0.0460459,0.88435,0.999983,no
22:17618400-17646335,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.83433,8.65905,0.144399,0.180861,0.65535,0.999983,no
22:19318220-19466738,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,20.304,22.4552,0.145287,0.0913125,0.81985,0.999983,no
12:12202777-12419946,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,15.2822,13.8774,-0.139115,-0.110775,0.64305,0.999983,no
12:14656594-14910897,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.011539,0.0136819,0.245752,0,1,1,no
11:626430-627143,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.253583,0.413263,0.704605,0.420595,0.3185,0.999983,no
11:576485-612222,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.97388,7.13859,0.25697,0.40288,0.3376,0.999983,no
9:111629796-111696396,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.519,9.81739,-0.0995895,-0.15177,0.71235,0.999983,no
11:17229699-17371521,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,51.4798,51.8321,0.00983947,0.0124923,0.97265,0.999983,no
3:149478891-149942977,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,50.0519,48.8826,-0.0341034,-0.0288121,0.9411,0.999983,no
9:112137745-112260590,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.55554,3.71081,0.0616641,0.0481253,0.8795,0.999983,no
14:65170819-65346601,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.38986,1.41291,0.0237248,0.01218,0.9786,0.999983,no
4:100737989-100791311,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.49795,1.47718,-0.0201425,-0.0179975,0.96505,0.999983,no
5:44303645-44414091,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.67431,7.57067,-0.196328,-0.220043,0.57955,0.999983,no
9:108006902-108201452,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,21.0799,23.4524,0.153866,0.196128,0.6145,0.999983,no
14:56955071-57197253,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.60317,4.8501,-0.208227,-0.159615,0.48595,0.999983,no
17:1963132-2284352,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.07311,7.90683,-0.0300246,-0.015837,0.9427,0.999983,no
14:57670517-57756797,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,23.4583,21.306,-0.138836,-0.119081,0.65185,0.999983,no
22:19166985-19279239,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.57797,3.02469,0.230553,0.221068,0.4892,0.999983,no
19:639878-643703,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.515471,0.322188,-0.677989,-0.450452,0.3262,0.999983,no
19:676391-683385,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,26.6813,33.9723,0.348528,0.560628,0.1556,0.999983,no
22:19023794-19115962,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,19.9888,21.0259,0.0729737,0.0841716,0.77305,0.999983,no
19:647525-663277,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.51503,10.4567,0.136152,0.160675,0.64205,0.999983,no
17:2287353-2304412,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.7468,1.9984,0.194127,0.155695,0.56295,0.999983,no
3:126156443-126194762,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.87793,8.66121,0.136752,0.148439,0.74115,0.999983,no
