locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
1:197053257-197115824,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0406669,0.0361522,-0.169773,0,1,1,no
1:160506862-160549306,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.484426,0.270697,-0.839598,-0.57511,0.02165,0.291498,no
1:43829067-43833696,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.89144,6.32108,0.101551,0.151987,0.7061,0.999533,no
11:47376410-47400127,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.05201,0.496591,-1.08302,-0.980736,0.0255,0.317047,no
6:29968787-30032686,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.681,11.5555,0.113538,0.122566,0.7692,0.999533,no
11:30406039-30652055,AMD Peripheral Retina,Normal Peripheral Retina,OK,13.0702,13.5193,0.048744,0.0596296,0.86125,0.999533,no
3:137717576-137752494,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.00208872,0.000311263,-2.74642,0,1,1,no
3:101367732-101398061,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.6344,11.9292,0.165748,0.355828,0.3728,0.934801,no
14:92524895-92572965,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.74331,11.0063,0.175846,0.184562,0.53745,0.985245,no
14:93260575-93306308,AMD Peripheral Retina,Normal Peripheral Retina,OK,12.3877,12.0448,-0.0405013,-0.0826303,0.8375,0.999533,no
10:123237847-123357972,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.95643,2.03747,-0.53708,-0.710319,0.06715,0.509309,no
1:70034080-70671303,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.38544,8.22945,0.156112,0.231007,0.57395,0.988403,no
5:128430443-128449721,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.0092,8.49284,-0.237014,-0.429241,0.2959,0.893763,no
14:100204029-100408397,AMD Peripheral Retina,Normal Peripheral Retina,OK,67.5199,83.254,0.302207,0.401059,0.20495,0.810716,no
6:126307575-126360422,AMD Peripheral Retina,Normal Peripheral Retina,OK,15.2824,22.5326,0.560145,0.839799,0.0307,0.348236,no
16:20621564-20936328,AMD Peripheral Retina,Normal Peripheral Retina,OK,21.7588,21.7448,-0.000933092,-0.00128072,0.9976,0.999542,no
9:103189437-103339918,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.84187,10.9153,0.149344,0.161918,0.68765,0.999533,no
14:104605059-104647231,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.370681,0.299962,-0.305397,-0.350331,0.40925,0.950068,no
14:96747594-96853625,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.92157,8.29483,-0.105087,-0.0871568,0.72025,0.999533,no
8:67876333-68255912,AMD Peripheral Retina,Normal Peripheral Retina,OK,36.1999,37.1009,0.0354669,0.0444144,0.8776,0.999533,no
16:20547547-20587749,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0,0.000623827,inf,0,1,1,no
8:135490030-135725292,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.37104,9.14109,0.126959,0.193367,0.554,0.986824,no
8:66556968-66754557,AMD Peripheral Retina,Normal Peripheral Retina,OK,38.7919,41.0439,0.0814145,0.101588,0.7689,0.999533,no
7:99775185-99869855,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.275821,0.343739,0.317582,0.0515472,0.55985,0.987708,no
18:55215514-55254004,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.81833,8.9374,0.0193499,0.0251368,0.94625,0.999533,no
15:72110736-72447800,AMD Peripheral Retina,Normal Peripheral Retina,OK,30.8406,30.7137,-0.0059474,-0.00414858,0.98545,0.999533,no
Y:15016018-15032390,AMD Peripheral Retina,Normal Peripheral Retina,OK,15.874,17.6626,0.154037,0.145925,0.6899,0.999533,no
10:3108524-3179904,AMD Peripheral Retina,Normal Peripheral Retina,OK,124.345,175.386,0.496189,0.804399,0.0193,0.274362,no
10:1034337-1095110,AMD Peripheral Retina,Normal Peripheral Retina,OK,34.2813,41.412,0.272628,0.474891,0.2371,0.847361,no
2:231280656-231444721,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.74265,1.3277,-1.04664,-0.868979,0.01035,0.191598,no
10:3818187-3827473,AMD Peripheral Retina,Normal Peripheral Retina,OK,11.4173,11.6537,0.0295675,0.0483562,0.87925,0.999533,no
5:54603587-54830878,AMD Peripheral Retina,Normal Peripheral Retina,OK,11.3678,8.28056,-0.457146,-0.325849,0.39415,0.943457,no
15:73344050-73597547,AMD Peripheral Retina,Normal Peripheral Retina,OK,16.3129,12.8768,-0.341246,-0.325135,0.17395,0.767116,no
8:71485676-71520622,AMD Peripheral Retina,Normal Peripheral Retina,OK,47.7974,48.5315,0.0219881,0.0453145,0.90845,0.999533,no
X:71798663-71934167,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.41746,1.51155,0.0927197,0.129336,0.75665,0.999533,no
12:6437922-6451280,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.3446,4.67416,-1.1461,-1.45375,0.0003,0.0186115,yes
17:37329542-37353956,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.6479,3.66733,0.00766652,0.00727252,0.9779,0.999533,no
1:92974252-93257961,AMD Peripheral Retina,Normal Peripheral Retina,OK,55.3873,67.3164,0.281403,0.463757,0.21915,0.82824,no
15:74275546-74286963,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.47542,8.12378,0.119995,0.196497,0.62225,0.997519,no
15:72491369-72524164,AMD Peripheral Retina,Normal Peripheral Retina,OK,1154.14,1284.33,0.154189,0.200038,0.5607,0.987708,no
5:54529761-54603550,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.423,12.0893,0.213967,0.367898,0.30095,0.897956,no
1:94333372-94345474,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.9284,17.6881,-0.0977734,-0.176525,0.6104,0.993264,no
16:8715539-8740081,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.31527,5.08972,0.618462,0.561477,0.03575,0.376402,no
15:43699406-43802926,AMD Peripheral Retina,Normal Peripheral Retina,OK,20.2768,23.5795,0.217697,0.301044,0.26815,0.875559,no
X:54946894-54957864,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.67372,4.58187,0.318692,0.390565,0.2008,0.80543,no
1:218458628-218511325,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.35543,4.45373,-0.26599,-0.200317,0.5501,0.986824,no
3:49396577-49453908,AMD Peripheral Retina,Normal Peripheral Retina,OK,74.8901,69.5631,-0.106454,-0.229422,0.56455,0.98808,no
17:41561232-41687706,AMD Peripheral Retina,Normal Peripheral Retina,OK,20.3271,20.0094,-0.0227276,-0.017338,0.91915,0.999533,no
7:66752527-66786513,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.1338,5.85493,0.502184,0.325843,0.5112,0.979294,no
1:1981908-2152177,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.8944,26.4643,0.486085,0.721811,0.0195,0.275648,no
Y:2803111-2870667,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.16426,7.31804,0.247529,0.153616,0.70585,0.999533,no
1:220267443-220321380,AMD Peripheral Retina,Normal Peripheral Retina,OK,23.773,28.1506,0.243845,0.463853,0.1785,0.775648,no
12:79257772-79897176,AMD Peripheral Retina,Normal Peripheral Retina,OK,199.605,214.516,0.103937,0.127499,0.641,0.999533,no
12:78224684-78606790,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.23363,7.19859,0.207644,0.186032,0.54205,0.986059,no
X:153051220-153063960,AMD Peripheral Retina,Normal Peripheral Retina,OK,21.0265,24.0997,0.196806,0.291204,0.4824,0.972068,no
16:4846968-4852951,AMD Peripheral Retina,Normal Peripheral Retina,OK,41.963,59.1427,0.495081,1.03039,0.0128,0.215516,no
X:153067620-153096020,AMD Peripheral Retina,Normal Peripheral Retina,OK,26.9951,40.3481,0.579803,0.925214,0.018,0.263307,no
X:152783133-152848397,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.61815,2.23734,-0.226765,-0.260294,0.37795,0.936361,no
18:18526866-18691812,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.70058,8.45735,0.135239,0.20114,0.46635,0.968049,no
16:67063018-67134961,AMD Peripheral Retina,Normal Peripheral Retina,OK,11.3995,12.4364,0.125607,0.153835,0.68155,0.999533,no
X:24483337-24557954,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.59617,5.14234,-0.359205,-0.455924,0.21595,0.825333,no
3:50355220-50365682,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.87372,7.2443,-0.292694,-0.318612,0.3993,0.945125,no
2:239969863-240324058,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.18377,4.88305,0.222979,0.116272,0.5798,0.988403,no
3:50367218-50378411,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.63516,5.88908,0.696024,0.968205,0.0198,0.277717,no
4:1795033-1810599,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.682292,1.00675,0.561244,0.471488,0.13985,0.710109,no
17:41158741-41166473,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.52511,1.69918,-0.571511,-0.616149,0.09385,0.596615,no
17:58120554-58156292,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.40992,5.27585,-0.0362034,-0.0441092,0.87305,0.999533,no
17:40688189-40718295,AMD Peripheral Retina,Normal Peripheral Retina,OK,11.6201,9.11594,-0.350159,-0.452135,0.235,0.846375,no
17:40819931-40829048,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.92838,5.40357,0.1328,0.173389,0.6665,0.999533,no
15:100017369-100273766,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.0117,14.6614,-0.29691,-0.376714,0.1842,0.783566,no
X:48779304-48815648,AMD Peripheral Retina,Normal Peripheral Retina,OK,16.0204,16.6775,0.0579891,0.107359,0.79225,0.999533,no
X:48886241-48901012,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.2727,9.1468,-0.167474,-0.327494,0.41145,0.950068,no
X:48397844-48420997,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.12116,4.04172,-0.341503,-0.442709,0.1995,0.804618,no
X:108866928-108976632,AMD Peripheral Retina,Normal Peripheral Retina,OK,25.8007,24.1526,-0.095233,-0.14297,0.60655,0.993262,no
10:134351323-134598269,AMD Peripheral Retina,Normal Peripheral Retina,OK,15.947,20.1766,0.339401,0.541138,0.1121,0.64543,no
X:48970333-48980151,AMD Peripheral Retina,Normal Peripheral Retina,OK,15.4537,16.1328,0.0620433,0.124151,0.76335,0.999533,no
X:48830133-48858675,AMD Peripheral Retina,Normal Peripheral Retina,OK,15.1339,23.0453,0.606689,1.26302,0.0014,0.0546339,no
X:48334540-48344752,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.69758,9.86929,0.182333,0.300112,0.42875,0.955828,no
17:57232859-57292608,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.877658,0.703151,-0.319824,-0.0944416,0.6417,0.999533,no
2:86441115-86565206,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.57613,8.62017,-0.151726,-0.270824,0.453,0.962446,no
13:113344642-113541482,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.819,9.94499,-0.121532,-0.133834,0.6011,0.991197,no
2:86247338-86333278,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.92104,3.18801,-0.298584,-0.316876,0.21745,0.827093,no
2:20232410-20251789,AMD Peripheral Retina,Normal Peripheral Retina,OK,22.5307,17.0901,-0.398732,-0.733991,0.05085,0.447225,no
2:47126413-47403740,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.92115,4.62071,-0.090882,-0.0288906,0.87105,0.999533,no
3:48725435-48777786,AMD Peripheral Retina,Normal Peripheral Retina,OK,40.1082,50.189,0.323475,0.634271,0.09915,0.61227,no
2:48756521-49003654,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.9106,4.56757,-0.104472,-0.0498683,0.85725,0.999533,no
2:45615818-45839304,AMD Peripheral Retina,Normal Peripheral Retina,OK,15.8232,19.7226,0.317811,0.373419,0.35655,0.925897,no
15:22892004-23034427,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.38798,5.55361,-0.411754,-0.412997,0.14805,0.727915,no
5:61601988-61924409,AMD Peripheral Retina,Normal Peripheral Retina,OK,30.3227,30.5748,0.0119472,0.0151479,0.9684,0.999533,no
11:64494382-64512928,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.7634,1.80562,0.0341342,0.0296592,0.91985,0.999533,no
2:54091203-54532437,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.28926,5.38741,-0.223298,-0.244018,0.4363,0.958181,no
3:159943422-160203561,AMD Peripheral Retina,Normal Peripheral Retina,OK,15.5753,20.1493,0.371474,0.403532,0.0991,0.61227,no
19:39369196-39399533,AMD Peripheral Retina,Normal Peripheral Retina,OK,14.6986,18.2136,0.309335,0.512904,0.1627,0.749672,no
2:53759809-54087297,AMD Peripheral Retina,Normal Peripheral Retina,OK,43.3213,47.6154,0.136351,0.177183,0.61545,0.994245,no
11:64685024-64703360,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.0688,21.0657,0.221399,0.423671,0.2253,0.834655,no
11:64513860-64527769,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.1374,3.04336,-0.0439058,-0.0648469,0.87225,0.999533,no
X:49452052-49460596,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0,0.00341212,inf,0,1,1,no
5:134363424-134736986,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.341863,0.00522579,-6.03162,-0.10353,0.1256,0.67969,no
5:135548998-135732730,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.61655,4.37381,0.274277,0.166657,0.7845,0.999533,no
5:65892175-66465423,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.0097,2.76042,-0.538608,-0.357469,0.0748,0.534333,no
6:46820248-46922680,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.9174,1.26386,-0.601311,-0.915679,0.03165,0.353216,no
17:71330522-71640228,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.892964,0.476442,-0.906299,-0.845845,0.00695,0.150677,no
8:24151552-24769586,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,2.77E-05,0.00132731,5.58287,0,1,1,no
1:229577044-229644103,AMD Peripheral Retina,Normal Peripheral Retina,OK,21.3371,22.4004,0.0701618,0.152941,0.70115,0.999533,no
1:205681946-205719404,AMD Peripheral Retina,Normal Peripheral Retina,OK,99.9817,84.1938,-0.24795,-0.193342,0.2311,0.84019,no
16:46690053-46723430,AMD Peripheral Retina,Normal Peripheral Retina,OK,54.4975,66.1466,0.279475,0.409477,0.1312,0.692341,no
16:46989298-47007699,AMD Peripheral Retina,Normal Peripheral Retina,OK,43.5828,46.2254,0.0849267,0.191184,0.6382,0.999533,no
19:45250961-45263301,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.585137,0.367424,-0.671329,-0.470535,0.10135,0.617978,no
1:5922870-6161253,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.9651,7.35167,-0.115619,-0.13165,0.6823,0.999533,no
12:21950334-22094336,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.22727,2.42883,0.124983,0.181409,0.6348,0.999533,no
11:68451246-68458643,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0234533,0.0149251,-0.652049,0,1,1,no
12:9817564-9848823,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.24015,1.40914,0.184297,0.0928716,0.7587,0.999533,no
X:44382884-44402247,AMD Peripheral Retina,Normal Peripheral Retina,OK,16.933,18.9229,0.160294,0.290675,0.4816,0.971836,no
X:43625857-43741693,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.92534,4.65528,-0.939039,-1.55914,0.0002,0.0140669,yes
15:60771376-61521518,AMD Peripheral Retina,Normal Peripheral Retina,OK,34.6609,37.7804,0.124331,0.114442,0.749,0.999533,no
11:637292-640706,AMD Peripheral Retina,Normal Peripheral Retina,OK,26.6504,28.1628,0.079632,0.149224,0.71715,0.999533,no
1:92145901-92371892,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.43968,1.85896,-1.25596,-1.23038,5.00E-05,0.00446402,yes
1:92632541-92650280,AMD Peripheral Retina,Normal Peripheral Retina,OK,29.11,29.8343,0.0354559,0.0809422,0.8431,0.999533,no
16:14766404-14788526,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.00561315,0.000352281,-3.99401,0,1,1,no
1:6472477-6484730,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.682754,1.05011,0.621101,0.405593,0.0578,0.476318,no
3:141594965-141645356,AMD Peripheral Retina,Normal Peripheral Retina,OK,16.2721,16.599,0.0286991,0.0391035,0.9194,0.999533,no
15:56119119-56285944,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.71089,6.07487,0.366855,0.373418,0.1338,0.697692,no
15:55495163-55800432,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.218,5.24001,0.00607368,0.00216576,0.9936,0.999533,no
15:52121824-52392720,AMD Peripheral Retina,Normal Peripheral Retina,OK,28.0853,31.6119,0.170652,0.235122,0.4361,0.957916,no
15:52408770-52587995,AMD Peripheral Retina,Normal Peripheral Retina,OK,84.691,110.614,0.385255,0.712775,0.052,0.452568,no
15:55495163-55800432,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.43589,3.53462,-0.327666,-0.0980523,0.5896,0.990032,no
22:17618400-17646335,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.082,7.34133,0.530645,0.754788,0.06905,0.516648,no
22:19318220-19466738,AMD Peripheral Retina,Normal Peripheral Retina,OK,14.6956,19.804,0.430406,0.320867,0.4168,0.95077,no
12:12202777-12419946,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.43595,9.57591,0.0212413,0.0239601,0.9222,0.999533,no
12:14656594-14910897,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.019693,0.0490312,1.31602,0,1,1,no
11:626430-627143,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0473967,0.0359002,-0.400793,0,1,1,no
11:576485-612222,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.94529,7.3282,0.0774245,0.158876,0.7008,0.999533,no
9:111629796-111696396,AMD Peripheral Retina,Normal Peripheral Retina,OK,13.8396,15.9872,0.208115,0.42168,0.3056,0.899855,no
11:17229699-17371521,AMD Peripheral Retina,Normal Peripheral Retina,OK,48.4701,50.9386,0.0716632,0.114799,0.76365,0.999533,no
3:149478891-149942977,AMD Peripheral Retina,Normal Peripheral Retina,OK,87.4711,94.174,0.106521,0.168223,0.6376,0.999533,no
9:112137745-112260590,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.08518,3.40479,-0.262833,-0.276383,0.42665,0.955758,no
14:65170819-65346601,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.80837,2.81831,0.00510097,0.00779863,0.9854,0.999533,no
4:100737989-100791311,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.178216,0.0994173,-0.842056,-0.581605,0.16025,0.747727,no
5:44303645-44414091,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.911677,0.489054,-0.898528,-0.761997,0.0716,0.526074,no
9:108006902-108201452,AMD Peripheral Retina,Normal Peripheral Retina,OK,11.5228,14.2507,0.306545,0.403203,0.2177,0.827235,no
14:56955071-57197253,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.15758,6.01442,0.221731,0.188916,0.49135,0.97424,no
17:1963132-2284352,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.7069,9.45795,-0.178941,-0.191568,0.5633,0.987708,no
14:57670517-57756797,AMD Peripheral Retina,Normal Peripheral Retina,OK,36.4886,40.402,0.146983,0.168842,0.6148,0.993974,no
22:19166985-19279239,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.88177,2.09709,0.156297,0.17699,0.5646,0.98808,no
19:639878-643703,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.269698,0.352583,0.386618,0.276537,0.49935,0.97568,no
19:676391-683385,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.13093,2.27275,-0.462153,-0.589023,0.10325,0.623598,no
22:19023794-19115962,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.7755,19.4877,0.0537134,0.077375,0.80445,0.999533,no
19:647525-663277,AMD Peripheral Retina,Normal Peripheral Retina,OK,12.2266,15.0105,0.295948,0.470587,0.2161,0.825333,no
17:2287353-2304412,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.17163,0.903111,-0.37554,-0.333686,0.2043,0.810198,no
3:126156443-126194762,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.2724,12.6007,0.294729,0.423079,0.31205,0.902253,no
17:74708918-74722866,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.3042,17.0473,0.726317,1.09706,0.0044,0.114718,no
