locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
5:149781199-149792492,AMD Peripheral Retina,Normal Peripheral Retina,OK,96.1768,48.2695,-0.994577,-2.02469,5.00E-05,0.00446402,yes
7:81328321-81399754,AMD Peripheral Retina,Normal Peripheral Retina,OK,14.6299,11.4654,-0.35164,-0.489092,0.19345,0.795607,no
10:126605711-126849739,AMD Peripheral Retina,Normal Peripheral Retina,OK,20.7682,23.2573,0.163309,0.216513,0.60365,0.991908,no
1:35899090-36032875,AMD Peripheral Retina,Normal Peripheral Retina,OK,17.7485,17.2247,-0.0432165,-0.05145,0.89325,0.999533,no
8:37641708-37707422,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.5615,5.27566,-0.698512,-1.1761,0.0079,0.161709,no
7:152142561-152144235,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.00222749,0.00543769,1.28757,0,1,1,no
20:50668201-50820847,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.34546,2.98737,-0.163325,-0.198803,0.58935,0.990017,no
14:61201459-61550451,AMD Peripheral Retina,Normal Peripheral Retina,OK,38.5892,46.8543,0.279984,0.344337,0.41205,0.950068,no
14:55033814-55260033,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.59746,4.53739,-0.0189748,-0.0183853,0.9511,0.999533,no
1:25226001-25291612,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.11408,0.0491201,-1.21567,0,1,1,no
11:94152894-94232749,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.41375,4.50283,0.028829,0.031542,0.9261,0.999533,no
11:73357222-73373864,AMD Peripheral Retina,Normal Peripheral Retina,OK,371.665,348.211,-0.0940409,-0.151247,0.6398,0.999533,no
6:2832565-2842240,AMD Peripheral Retina,Normal Peripheral Retina,OK,13.17,13.2837,0.0123959,0.0208847,0.9607,0.999533,no
7:99425635-99463718,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0589674,0.0852638,0.532016,0,1,1,no
19:33321414-33360672,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.736211,1.07118,0.541012,0.444955,0.34295,0.920503,no
2:32288679-32382706,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.00656,8.08268,0.0136503,0.0283399,0.94405,0.999533,no
14:78708733-80330762,AMD Peripheral Retina,Normal Peripheral Retina,OK,26.5255,25.9511,-0.0315822,-0.0282031,0.9226,0.999533,no
11:3108345-3187969,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.12834,3.11689,-0.00529345,-0.00623333,0.9826,0.999533,no
15:35147731-35262040,AMD Peripheral Retina,Normal Peripheral Retina,OK,14.8138,13.4817,-0.135938,-0.19371,0.54875,0.986824,no
2:211342405-211543831,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.742103,0.659343,-0.17059,-0.0983366,0.65935,0.999533,no
1:57394882-59012474,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0025698,0.00199822,-0.362939,0,1,1,no
X:135229558-135293518,AMD Peripheral Retina,Normal Peripheral Retina,OK,56.3016,40.9703,-0.458598,-0.866065,0.0178,0.261965,no
20:55043646-55101198,AMD Peripheral Retina,Normal Peripheral Retina,OK,53.4281,56.2846,0.0751423,0.167428,0.6696,0.999533,no
5:161274196-161326975,AMD Peripheral Retina,Normal Peripheral Retina,OK,31.5355,27.6879,-0.187721,-0.381209,0.322,0.910197,no
19:55434876-55512510,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.84253,2.63518,-0.109275,-0.111165,0.715,0.999533,no
8:142217264-142318404,AMD Peripheral Retina,Normal Peripheral Retina,OK,38.1152,37.6823,-0.016478,-0.0219648,0.9577,0.999533,no
12:120941076-121015397,AMD Peripheral Retina,Normal Peripheral Retina,OK,55.5349,81.527,0.553884,0.763601,0.03605,0.377262,no
14:102783713-102829253,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.02936,8.00965,0.409734,0.518501,0.14985,0.730972,no
10:114190057-114206672,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.69876,9.08264,0.238485,0.406636,0.29125,0.890665,no
11:123396343-123498482,AMD Peripheral Retina,Normal Peripheral Retina,OK,44.0042,47.2641,0.103104,0.184479,0.62365,0.998102,no
11:494511-507300,AMD Peripheral Retina,Normal Peripheral Retina,OK,43.2916,47.9698,0.148037,0.330431,0.4223,0.95393,no
2:206979540-207027652,AMD Peripheral Retina,Normal Peripheral Retina,OK,57.5323,67.1486,0.222985,0.343713,0.35095,0.923563,no
8:53535015-53658403,AMD Peripheral Retina,Normal Peripheral Retina,OK,19.9365,21.9551,0.139145,0.214164,0.4457,0.959988,no
9:102741460-102861322,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.09898,6.41203,-0.146831,-0.285522,0.48745,0.973648,no
3:52232101-52248343,AMD Peripheral Retina,Normal Peripheral Retina,OK,20.4901,20.212,-0.0197133,-0.0412254,0.91665,0.999533,no
11:102188214-102210134,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.743767,0.387262,-0.94154,-0.978524,0.00725,0.153737,no
13:42846288-42897396,AMD Peripheral Retina,Normal Peripheral Retina,OK,25.5987,21.6261,-0.243294,-0.563466,0.1715,0.763326,no
1:193065597-193075244,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.20175,6.06025,-0.0332981,-0.0416175,0.92045,0.999533,no
14:62147758-62263146,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.11632,4.14169,0.00886594,0.00428515,0.9965,0.999533,no
12:16064105-16190220,AMD Peripheral Retina,Normal Peripheral Retina,OK,36.706,42.4569,0.209983,0.365314,0.3969,0.945125,no
12:16035324-16056412,AMD Peripheral Retina,Normal Peripheral Retina,OK,65.5867,76.3629,0.219468,0.477378,0.22105,0.829323,no
10:101542488-101611949,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.419,1.62658,0.196962,0.279836,0.4841,0.97252,no
6:35265594-35289548,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.75864,7.42568,0.366793,0.29278,0.4782,0.97113,no
1:150121372-150136916,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.86216,10.9406,0.476692,0.709019,0.0862,0.573916,no
1:94350760-94374966,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.10325,7.45921,-0.287358,-0.266913,0.50695,0.977421,no
6:42531799-42661242,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.34517,9.08621,-0.0405433,-0.0851098,0.8389,0.999533,no
19:48110780-48246391,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.63175,0.646122,-1.33654,-1.05255,0.00915,0.177533,no
1:68939834-69004310,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.042229,0.0433289,0.0370945,0,1,1,no
6:139094656-139114456,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.62125,7.43824,0.40407,0.583061,0.16135,0.748518,no
6:90074354-90121989,AMD Peripheral Retina,Normal Peripheral Retina,OK,33.5559,36.8128,0.133642,0.189334,0.64155,0.999533,no
6:122720690-122754264,AMD Peripheral Retina,Normal Peripheral Retina,OK,15.4298,19.7783,0.358197,0.499843,0.2082,0.81663,no
20:34359895-34538303,AMD Peripheral Retina,Normal Peripheral Retina,OK,39.6297,41.1723,0.0550898,0.0672981,0.86515,0.999533,no
12:57106211-57181574,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.796361,0.752666,-0.0814115,-0.00812548,0.88085,0.999533,no
11:47260852-47290396,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.00569,3.43783,-0.220556,-0.123528,0.6332,0.999533,no
22:50961996-50971009,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.40407,0.870777,-0.689237,-0.447114,0.43445,0.957252,no
22:50946644-50961901,AMD Peripheral Retina,Normal Peripheral Retina,OK,13.643,22.0192,0.690605,1.27812,0.00065,0.0320954,yes
20:43538702-43589127,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.47696,5.2692,-0.0557917,-0.0892046,0.8273,0.999533,no
6:108188959-108281190,AMD Peripheral Retina,Normal Peripheral Retina,OK,15.0307,14.5294,-0.0489358,-0.0475345,0.89635,0.999533,no
1:32573638-32642169,AMD Peripheral Retina,Normal Peripheral Retina,OK,17.3243,14.0184,-0.305475,-0.565999,0.1729,0.765474,no
10:17256237-17279592,AMD Peripheral Retina,Normal Peripheral Retina,OK,855.666,516.597,-0.728007,-1.29824,0.00175,0.0637669,no
20:62289162-62374858,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.422032,1.36086,1.6891,0.919308,0.06495,0.502226,no
10:90639490-90775542,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.18411,3.30654,-0.339598,-0.134702,0.6038,0.991908,no
6:166822851-167370679,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.33252,7.09391,-0.232171,-0.117007,0.734,0.999533,no
11:35160416-35253949,AMD Peripheral Retina,Normal Peripheral Retina,OK,22.265,12.1711,-0.871325,-1.10488,0.001,0.0432054,yes
20:49615906-49639666,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.628416,0.815918,0.376706,0.373553,0.30955,0.901562,no
6:161551010-161695093,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.07975,2.27065,0.126694,0.114566,0.7549,0.999533,no
1:160709036-160724611,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0416116,0.0170332,-1.28864,0,1,1,no
6:26402464-26415444,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.62574,2.32024,-0.178453,-0.225953,0.50085,0.97568,no
13:24304327-24476794,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.4296,5.89328,0.118224,0.138467,0.6933,0.999533,no
14:61654276-62125414,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.11796,1.84819,-0.196559,-0.163186,0.53975,0.985249,no
1:156776034-156851642,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0168131,0.0142672,-0.236883,0,1,1,no
6:137518620-137540586,AMD Peripheral Retina,Normal Peripheral Retina,OK,36.6761,37.6863,0.0391982,0.0860302,0.83,0.999533,no
5:177027100-177037348,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.95044,9.31657,0.228764,0.377142,0.35285,0.924456,no
1:156776034-156851642,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.49289,1.57545,0.0776602,0.0489525,0.89815,0.999533,no
2:58134785-58468821,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.41278,3.99025,-0.145211,-0.127441,0.78745,0.999533,no
1:12227059-12269285,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.16413,1.42147,-0.606402,-0.761286,0.04435,0.418832,no
12:95611521-95696566,AMD Peripheral Retina,Normal Peripheral Retina,OK,51.1383,60.2971,0.237683,0.391521,0.19355,0.795607,no
19:42590262-42700737,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.368738,0.348475,-0.0815416,-0.0284129,0.8585,0.999533,no
5:710470-919472,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.04534,7.53908,0.318567,0.42739,0.2772,0.882365,no
15:64386321-64438289,AMD Peripheral Retina,Normal Peripheral Retina,OK,17.6089,16.7199,-0.07474,-0.121791,0.7442,0.999533,no
6:134273307-134373774,AMD Peripheral Retina,Normal Peripheral Retina,OK,23.0864,27.1128,0.231931,0.167855,0.6469,0.999533,no
12:27485786-27599558,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.666758,0.498729,-0.418906,-0.238504,0.41045,0.950068,no
6:136578000-136610989,AMD Peripheral Retina,Normal Peripheral Retina,OK,55.1584,59.9538,0.120271,0.143764,0.695,0.999533,no
14:69846847-69929105,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.433,18.1404,-0.023082,-0.0311149,0.922,0.999533,no
8:41510738-41754280,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.91486,6.79737,0.200631,0.319502,0.3565,0.925897,no
4:88720732-88733074,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.24333,0.0736315,-1.72452,-1.11694,0.0097,0.183067,no
6:155054458-155635627,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.23551,7.83851,0.115485,0.0406886,0.902,0.999533,no
17:5185557-5372380,AMD Peripheral Retina,Normal Peripheral Retina,OK,42.2415,42.8828,0.021737,0.0289003,0.9293,0.999533,no
X:150148981-150159248,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.05208,2.23998,-0.446309,-0.382512,0.3524,0.924456,no
11:47799638-47870107,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.64147,7.773,0.226969,0.344486,0.2836,0.885952,no
6:33540328-33548019,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.32632,1.76286,0.410489,0.513948,0.21255,0.821896,no
9:113431050-113563859,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0104442,0.010685,0.0328725,0,1,1,no
2:213446080-214017151,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.66461,4.40645,-0.0821397,-0.101408,0.77785,0.999533,no
17:42422613-42430470,AMD Peripheral Retina,Normal Peripheral Retina,OK,21.1301,15.3954,-0.456802,-0.830658,0.0147,0.232462,no
5:137150021-137387650,AMD Peripheral Retina,Normal Peripheral Retina,OK,12.6905,11.7549,-0.110489,-0.167448,0.60815,0.993264,no
3:119013219-119139561,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.28963,1.4,-0.709687,-0.462047,0.0746,0.534208,no
15:72084976-72110600,AMD Peripheral Retina,Normal Peripheral Retina,OK,63.2827,85.0623,0.426708,0.756257,0.04085,0.402921,no
6:49431090-49460820,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.06507,3.16097,0.0444456,0.0605689,0.88105,0.999533,no
1:109756539-109780791,AMD Peripheral Retina,Normal Peripheral Retina,OK,77.3719,81.9866,0.0835773,0.182442,0.65485,0.999533,no
19:5916149-5978153,AMD Peripheral Retina,Normal Peripheral Retina,OK,25.349,27.221,0.102794,0.144428,0.5939,0.990436,no
14:58765102-58862359,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.68433,12.0179,0.311459,0.465526,0.1636,0.750674,no
2:3192695-3381653,AMD Peripheral Retina,Normal Peripheral Retina,OK,19.6232,23.5123,0.260855,0.464707,0.21945,0.82824,no
19:7587511-7626650,AMD Peripheral Retina,Normal Peripheral Retina,OK,14.0571,14.4325,0.0380297,0.044983,0.86105,0.999533,no
13:21140584-21265503,AMD Peripheral Retina,Normal Peripheral Retina,OK,16.3514,20.5561,0.330153,0.448269,0.15575,0.741805,no
16:4932507-5147809,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.5875,9.23277,0.104526,0.107247,0.7943,0.999533,no
12:122957416-122985518,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.03993,6.10134,0.0145953,0.0238342,0.95335,0.999533,no
7:150904922-150924316,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.201,18.2235,0.0017776,0.00326926,0.9928,0.999533,no
7:150929574-150974982,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.68481,6.27126,0.141643,0.204165,0.6031,0.991908,no
1:70034080-70671303,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.78976,1.83432,0.0354773,0.0250271,0.9377,0.999533,no
14:65877309-66210839,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.987,18.5009,-0.037419,-0.0456013,0.91405,0.999533,no
4:68478369-68566897,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.08516,10.4165,0.197284,0.183235,0.6098,0.993264,no
11:77926342-78285919,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.16127,2.46881,-0.356688,-0.27994,0.29135,0.890665,no
17:40610861-40674629,AMD Peripheral Retina,Normal Peripheral Retina,OK,59.5047,60.3056,0.0192879,0.0288692,0.9147,0.999533,no
15:68346516-68549549,AMD Peripheral Retina,Normal Peripheral Retina,OK,26.4417,21.0741,-0.32734,-0.408401,0.28925,0.88761,no
3:27414213-27525911,AMD Peripheral Retina,Normal Peripheral Retina,OK,193.611,264.454,0.449856,0.600772,0.08415,0.564774,no
15:29129628-29410518,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.05178,11.402,0.333012,0.631527,0.10095,0.616945,no
19:4903091-4962165,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0654146,0.0846177,0.371346,0,1,1,no
17:21187983-21218552,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.10687,2.09128,-0.0107152,-0.0118956,0.97345,0.999533,no
8:49623347-49647870,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.052855,0.0135738,-1.96121,0,1,1,no
2:85048773-85134132,AMD Peripheral Retina,Normal Peripheral Retina,OK,213.484,178.05,-0.261846,-0.588241,0.14995,0.731165,no
3:130569438-131100319,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.15344,3.33424,0.080429,0.0357631,0.9383,0.999533,no
8:101170133-101348446,AMD Peripheral Retina,Normal Peripheral Retina,OK,36.82,45.2219,0.296533,0.342823,0.23295,0.843115,no
6:143771943-143832827,AMD Peripheral Retina,Normal Peripheral Retina,OK,12.7147,15.0045,0.238893,0.258199,0.51025,0.978518,no
16:75562429-75657198,AMD Peripheral Retina,Normal Peripheral Retina,OK,112.298,121.435,0.112846,0.22381,0.5808,0.988403,no
1:171604556-171621823,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.53737,0.0808764,-4.2486,-3.26361,5.00E-05,0.00446402,yes
2:217729-278283,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.84776,8.29451,0.504273,0.312184,0.20355,0.810006,no
2:70523106-70529222,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.88113,9.96316,0.0119281,0.0215673,0.95695,0.999533,no
10:75757871-75879918,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.10461,7.66062,-0.0812814,-0.138758,0.71395,0.999533,no
5:59892738-59996017,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.122643,0.165691,0.434028,0.259527,0.45475,0.963184,no
15:64199234-64364232,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.625597,0.68326,0.127201,0.0744992,0.786,0.999533,no
8:59496062-59572403,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.18926,4.46708,0.0926357,0.0921494,0.73465,0.999533,no
1:244515936-244615436,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.11144,7.22258,0.0223721,0.0371685,0.92615,0.999533,no
4:68424445-68473055,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.00964854,0.00928717,-0.0550716,0,1,1,no
17:76849058-76921469,AMD Peripheral Retina,Normal Peripheral Retina,OK,25.0617,13.0501,-0.941426,-2.04808,5.00E-05,0.00446402,yes
4:39289075-39367995,AMD Peripheral Retina,Normal Peripheral Retina,OK,21.7118,21.6667,-0.00300009,-0.00426458,0.98775,0.999533,no
3:99979843-100044095,AMD Peripheral Retina,Normal Peripheral Retina,OK,15.2395,17.4925,0.198926,0.376254,0.2933,0.892107,no
2:225334866-225450110,AMD Peripheral Retina,Normal Peripheral Retina,OK,30.8784,31.7096,0.0383229,0.0705576,0.84645,0.999533,no
8:1993154-2113475,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.41501,5.46574,0.678526,0.645226,0.10305,0.623461,no
X:37208527-38548169,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0647636,0.0803028,0.310268,0,1,1,no
14:100150640-100193638,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.06179,1.80681,-0.190454,-0.195568,0.5932,0.990436,no
1:78028100-78149104,AMD Peripheral Retina,Normal Peripheral Retina,OK,42.8955,50.9216,0.247451,0.355444,0.2266,0.835479,no
8:20002365-20040717,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0153888,0.043219,1.48979,0,1,1,no
11:119225924-119252436,AMD Peripheral Retina,Normal Peripheral Retina,OK,34.9046,35.5401,0.02603,0.0393173,0.9084,0.999533,no
3:121902529-122005342,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.225463,0.21568,-0.063996,-0.0370328,0.9089,0.999533,no
17:40811322-40819024,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.84414,5.37876,-0.119715,-0.186551,0.64765,0.999533,no
5:172381788-172396774,AMD Peripheral Retina,Normal Peripheral Retina,OK,12.0788,13.8476,0.197168,0.290439,0.4767,0.970937,no
5:180028505-180076624,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.222879,0.11974,-0.896355,-0.544092,0.0463,0.427703,no
5:6599351-6633404,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.99376,7.82763,-0.0303005,-0.0497553,0.89035,0.999533,no
1:16573333-16678949,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.32207,8.52372,0.0345412,0.0395037,0.92585,0.999533,no
5:153369687-153825410,AMD Peripheral Retina,Normal Peripheral Retina,OK,26.6453,25.6435,-0.0552854,-0.0488416,0.87405,0.999533,no
19:13875345-13889276,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.81124,5.2132,0.890962,0.674995,0.1148,0.651513,no
12:58156116-58212487,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.17288,3.18724,0.00651321,0.003136,0.993,0.999533,no
12:54375292-54449814,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0526748,0.0626981,0.251308,0,1,1,no
4:178351923-178363657,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.64005,7.03373,-0.119293,-0.151456,0.6994,0.999533,no
4:25162262-25280714,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.92126,2.8845,-0.0182673,-0.0168315,0.9589,0.999533,no
4:13570361-13629347,AMD Peripheral Retina,Normal Peripheral Retina,OK,13.7909,13.7953,0.000465391,0.000417754,0.99755,0.999533,no
5:162930119-162946342,AMD Peripheral Retina,Normal Peripheral Retina,OK,37.1456,38.5929,0.0551473,0.123994,0.7588,0.999533,no
4:166794409-167025047,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.4364,3.40364,-0.0138219,-0.0124299,0.9657,0.999533,no
16:67906925-67922758,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.781,13.225,0.294766,0.454378,0.18295,0.782102,no
5:14143810-14532235,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.10909,8.83438,-0.0441775,-0.0502029,0.8254,0.999533,no
5:82767283-82878122,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.155,0.277689,-2.05635,-1.26307,5.00E-05,0.00446402,yes
16:11038344-11276046,AMD Peripheral Retina,Normal Peripheral Retina,OK,29.5091,28.6741,-0.0414128,-0.0540541,0.8854,0.999533,no
8:15965386-16424999,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.05292,5.19705,-0.440528,-0.436521,0.1614,0.748518,no
16:68771127-68869451,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.745606,0.210545,-1.82429,-1.15246,5.00E-05,0.00446402,yes
5:54603587-54830878,AMD Peripheral Retina,Normal Peripheral Retina,OK,31.1796,32.2194,0.047325,0.0613681,0.85085,0.999533,no
5:13690439-13944652,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.206361,0.138935,-0.570763,-0.332341,0.40025,0.946299,no
5:79703831-79775169,AMD Peripheral Retina,Normal Peripheral Retina,OK,11.8694,12.3413,0.0562561,0.0562076,0.78845,0.999533,no
16:67552320-67580691,AMD Peripheral Retina,Normal Peripheral Retina,OK,11.2253,12.0575,0.103172,0.111139,0.77495,0.999533,no
5:41142335-41261540,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0812871,0.0185775,-2.12947,0,1,1,no
5:34656341-34832732,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.5159,8.8521,-0.248486,-0.150739,0.38905,0.940166,no
5:157052686-157098488,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0202798,0.0127956,-0.664399,0,1,1,no
19:50364460-50371166,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.49855,8.48773,0.626327,0.809144,0.0119,0.205952,no
19:12862515-12869272,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0125729,0.00778399,-0.691739,0,1,1,no
16:71657610-71758604,AMD Peripheral Retina,Normal Peripheral Retina,OK,37.8085,44.9399,0.249286,0.327431,0.3198,0.909766,no
5:169010637-169031782,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.86212,4.02428,0.0593382,0.0664242,0.84895,0.999533,no
8:74332238-74791145,AMD Peripheral Retina,Normal Peripheral Retina,OK,39.0319,45.356,0.216639,0.22459,0.5432,0.986824,no
1:19638819-19655794,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.91691,8.72275,0.139846,0.217878,0.6125,0.993888,no
17:3539761-3564836,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.22357,2.67609,-0.268533,-0.298378,0.33,0.913959,no
22:20228937-20270769,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.60361,3.73788,0.0527792,0.0759335,0.8598,0.999533,no
17:7138346-7143041,AMD Peripheral Retina,Normal Peripheral Retina,OK,16.3106,14.5494,-0.164852,-0.294327,0.4634,0.966196,no
5:24487208-24645087,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.20631,1.27339,0.078069,0.0878532,0.8234,0.999533,no
2:99061316-99210853,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.90408,11.232,0.181521,0.322581,0.42315,0.954336,no
18:52385090-52565314,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.20909,0.991881,-0.28568,-0.148654,0.49505,0.975008,no
15:78832746-78841604,AMD Peripheral Retina,Normal Peripheral Retina,OK,31.2714,32.1595,0.040401,0.08241,0.8374,0.999533,no
13:109248499-109860355,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.980988,0.94454,-0.0546229,-0.0445856,0.87985,0.999533,no
3:194304739-194393206,AMD Peripheral Retina,Normal Peripheral Retina,OK,13.1533,13.7931,0.0685249,0.101392,0.7503,0.999533,no
3:51976360-51982883,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.62161,4.01276,0.147961,0.208851,0.5885,0.990017,no
9:117782805-117880536,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.06255,6.86092,-0.0417885,-0.063169,0.8474,0.999533,no
1:6684925-6761984,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.8489,8.96253,0.388034,0.35652,0.35255,0.924456,no
